"""132,938""","""446,479""",R9-8,MAPLE DR,Street Name,,SIGN_GUIDE,HOSPITAL,E,2.4,2.8,1.4,Installed,,,,2022 Jan 25 12:00:00 AM,2024 Nov 25 12:00:00 AM,2025 Jun 13 12:00:00 AM,30.413847769716302,-97.65775090067001,POINT (-97.65775090067001 30.413847769716302)
"""790,993""","""551,989""",D7-14,ELM ST,YIELD,,SIGN_REGULATORY,YIELD,SE,2.5,2.6,0.7,Installed,,,,2023 May 15 12:00:00 AM,2024 Dec 17 12:00:00 AM,2025 Jul 30 12:00:00 AM,30.176083563376327,-97.76541593565005,POINT (-97.76541593565005 30.176083563376327)
"""585,100""","""361,941""",R8-18P,CEDAR LN,SPEED LIMIT 25,,SIGN_REGULATORY,SPEED LIMIT 25,W,1.3,2.0,0.8,,,,,2021 Jan 05 12:00:00 AM,2025 Feb 08 12:00:00 AM,2025 Jul 26 12:00:00 AM,30.46097714620422,-97.85060886357955,POINT (-97.85060886357955 30.46097714620422)
"""922,157""","""923,267""",D5-14,CEDAR LN,,,SIGN_POLE,,E,1.4,1.4,0.6,QC Complete,,,,2024 Apr 11 12:00:00 AM,2025 Mar 03 12:00:00 AM,2025 Sep 25 12:00:00 AM,30.399190224151624,-97.88285041812776,POINT (-97.88285041812776 30.399190224151624)
"""994,141""","""656,926""",R1-17P,HILL BLVD,SPEED LIMIT 25,,SIGN_REGULATORY,SPEED LIMIT 25,W,1.8,2.9,1.4,QC Complete,,,,2024 Apr 10 12:00:00 AM,2025 Mar 25 12:00:00 AM,2025 Sep 30 12:00:00 AM,30.347752604132843,-97.77423252539924,POINT (-97.77423252539924 30.347752604132843)
"""431,737""","""373,432""",R6-8,LAKE RD,SCHOOL CROSSING,,SIGN_WARNING,SCHOOL CROSSING,NW,2.9,2.9,0.5,QC Complete,,,,2022 Jun 28 12:00:00 AM,2024 Dec 04 12:00:00 AM,2025 Aug 17 12:00:00 AM,30.129304288439855,-97.83605370631989,POINT (-97.83605370631989 30.129304288439855)
"""172,132""","""356,150""",D5-6,CEDAR LN,CURVE AHEAD,,SIGN_WARNING,CURVE AHEAD,,1.6,2.3,1.9,Installed,,,,2024 Feb 08 12:00:00 AM,2024 Dec 10 12:00:00 AM,2025 Jul 28 12:00:00 AM,30.20578636859485,-97.63308618789829,POINT (-97.63308618789829 30.20578636859485)
"""395,442""","""734,210""",R6-7,MEADOW CT,,,SIGN_POLE,,NE,2.8,2.7,0.6,,,,,2022 Nov 15 12:00:00 AM,2025 May 17 12:00:00 AM,2025 Jun 22 12:00:00 AM,30.43173923574889,-97.88677397146029,POINT (-97.88677397146029 30.43173923574889)
"""768,061""","""374,680""",R8-18,CEDAR LN,SPEED LIMIT 35,,SIGN_REGULATORY,SPEED LIMIT 35,S,2.9,2.4,0.7,QC Complete,,,,2021 Oct 31 12:00:00 AM,2025 Feb 19 12:00:00 AM,2025 Jun 21 12:00:00 AM,30.433838007954407,-97.72524713005306,POINT (-97.72524713005306 30.433838007954407)
"""143,860""","""423,232""",D1-12,FOREST LN,KEEP RIGHT,,SIGN_REGULATORY,KEEP RIGHT,,2.8,1.8,1.4,Installed,,,,2021 Nov 29 12:00:00 AM,2024 Dec 16 12:00:00 AM,2025 Sep 02 12:00:00 AM,30.470305529027822,-97.8289788003312,POINT (-97.8289788003312 30.470305529027822)
"""125,990""","""288,073""",W6-14,FOREST LN,HILL,,SIGN_WARNING,HILL,S,1.8,1.1,1.2,Installed,,,,2022 Sep 18 12:00:00 AM,2024 Dec 29 12:00:00 AM,2025 Jul 16 12:00:00 AM,30.42663464223877,-97.76190902959632,POINT (-97.76190902959632 30.42663464223877)
"""124,813""","""792,094""",R7-11,OAK AVE,SLIPPERY WHEN WET,,SIGN_WARNING,SLIPPERY WHEN WET,,1.8,3.0,1.3,QC Complete,,,,2022 Jan 01 12:00:00 AM,2025 Mar 29 12:00:00 AM,2025 Jul 26 12:00:00 AM,30.146136700740573,-97.60887981669333,POINT (-97.60887981669333 30.146136700740573)
"""140,115""","""213,668""",W7-12,SUMMIT AVE,,,SIGN_POLE,,,1.2,2.8,0.8,QC Complete,,,,2024 Jan 08 12:00:00 AM,2025 Apr 25 12:00:00 AM,2025 Nov 20 12:00:00 AM,30.383514113533668,-97.89949261653442,POINT (-97.89949261653442 30.383514113533668)
"""877,991""","""872,840""",W4-12,SUMMIT AVE,MERGE,,SIGN_WARNING,MERGE,NE,2.0,2.3,1.0,Pending,,,,2024 Sep 23 12:00:00 AM,2025 Feb 06 12:00:00 AM,2025 Nov 09 12:00:00 AM,30.32176499106672,-97.84244797210296,POINT (-97.84244797210296 30.32176499106672)
"""884,475""","""282,480""",W5-13,MAIN ST,DIP,,SIGN_WARNING,DIP,W,1.9,2.2,1.5,,,,,2023 Nov 13 12:00:00 AM,2025 Mar 02 12:00:00 AM,2025 Nov 24 12:00:00 AM,30.27671440673518,-97.69731183004296,POINT (-97.69731183004296 30.27671440673518)
"""277,934""","""790,855""",R5-17,WILLOW RD,MERGE,,SIGN_WARNING,MERGE,W,2.3,1.4,0.8,QC Complete,,,,2024 Jun 05 12:00:00 AM,2025 May 16 12:00:00 AM,2025 Jun 07 12:00:00 AM,30.118485487237106,-97.60481919316544,POINT (-97.60481919316544 30.118485487237106)
"""577,538""","""534,572""",W4-13,FOREST LN,Street Name,,SIGN_GUIDE,SCHOOL ZONE,N,2.8,2.7,1.8,,,,,2023 Nov 27 12:00:00 AM,2025 Feb 27 12:00:00 AM,2025 Jun 01 12:00:00 AM,30.187536454724928,-97.65876704314806,POINT (-97.65876704314806 30.187536454724928)
"""684,482""","""361,303""",R8-5,PINE AVE,SCHOOL CROSSING,,SIGN_WARNING,SCHOOL CROSSING,,1.9,2.8,1.2,Installed,,,,2022 Jun 15 12:00:00 AM,2025 May 12 12:00:00 AM,2025 Jul 22 12:00:00 AM,30.397462176863833,-97.75759766895308,POINT (-97.75759766895308 30.397462176863833)
"""980,660""","""768,636""",D9-16,MEADOW CT,,,SIGN_POLE,,S,2.4,1.5,1.0,QC Complete,,,,2021 Nov 09 12:00:00 AM,2025 Apr 30 12:00:00 AM,2025 Jul 13 12:00:00 AM,30.155349624606462,-97.83062155608155,POINT (-97.83062155608155 30.155349624606462)
"""167,348""","""535,020""",D6-18,ELM ST,Street Name,,SIGN_GUIDE,PEDESTRIAN CROSSING,SE,1.8,2.5,1.9,QC Complete,,,,2023 Feb 19 12:00:00 AM,2025 Mar 03 12:00:00 AM,2025 May 21 12:00:00 AM,30.442692812921575,-97.67032162716458,POINT (-97.67032162716458 30.442692812921575)
"""468,845""","""413,118""",D7-18,CEDAR LN,Street Name,,SIGN_GUIDE,AIRPORT,W,1.5,2.0,1.1,,,,,2021 Sep 19 12:00:00 AM,2025 Apr 09 12:00:00 AM,2025 Oct 03 12:00:00 AM,30.389672551050914,-97.64784830108123,POINT (-97.64784830108123 30.389672551050914)
"""128,276""","""513,160""",W1-3,LAKE RD,,,SIGN_POLE,,E,1.1,1.8,0.8,Pending,,,,2022 Jul 24 12:00:00 AM,2025 May 12 12:00:00 AM,2025 Sep 04 12:00:00 AM,30.235000219229548,-97.63610800419943,POINT (-97.63610800419943 30.235000219229548)
"""364,525""","""975,467""",R8-1,ELM ST,BUMP,,SIGN_WARNING,BUMP,S,2.6,2.3,1.6,Installed,,,,2021 Nov 09 12:00:00 AM,2025 Jan 01 12:00:00 AM,2025 Jun 21 12:00:00 AM,30.179744272945015,-97.89388599480391,POINT (-97.89388599480391 30.179744272945015)
"""596,564""","""801,978""",R4-15,RIDGE DR,Street Name,,SIGN_GUIDE,HOSPITAL,S,2.6,1.3,1.0,QC Complete,,,,2023 Feb 08 12:00:00 AM,2025 Feb 10 12:00:00 AM,2025 Nov 19 12:00:00 AM,30.471554867362848,-97.72726098147628,POINT (-97.72726098147628 30.471554867362848)
"""307,963""","""179,688""",W4-4,VALLEY RD,YIELD,,SIGN_REGULATORY,YIELD,NW,2.1,2.3,0.6,Pending,,,,2023 Oct 01 12:00:00 AM,2024 Nov 28 12:00:00 AM,2025 Sep 07 12:00:00 AM,30.10506086006634,-97.77398237774746,POINT (-97.77398237774746 30.10506086006634)
"""479,781""","""766,459""",D3-14,PINE AVE,SCHOOL CROSSING,,SIGN_WARNING,SCHOOL CROSSING,SW,1.9,2.5,0.9,Installed,,,,2023 Jul 13 12:00:00 AM,2025 Jan 02 12:00:00 AM,2025 Nov 28 12:00:00 AM,30.432292407556243,-97.87400113058331,POINT (-97.87400113058331 30.432292407556243)
"""587,282""","""697,530""",W7-11P,SUMMIT AVE,Street Name,,SIGN_GUIDE,AIRPORT,W,1.7,1.5,0.9,Pending,,,,2022 Jan 27 12:00:00 AM,2024 Nov 22 12:00:00 AM,2025 Jul 20 12:00:00 AM,30.322316411167833,-97.74501182448552,POINT (-97.74501182448552 30.322316411167833)
"""855,053""","""526,170""",D9-8,MAPLE DR,,,SIGN_POLE,,N,1.2,1.4,1.5,Pending,,,,2024 Feb 08 12:00:00 AM,2025 Mar 16 12:00:00 AM,2025 Aug 16 12:00:00 AM,30.365584008638727,-97.78929386480169,POINT (-97.78929386480169 30.365584008638727)
"""546,173""","""882,169""",W6-12,MEADOW CT,DIP,,SIGN_WARNING,DIP,W,1.2,1.4,0.7,Installed,,,,2022 Jul 21 12:00:00 AM,2025 May 05 12:00:00 AM,2025 Oct 17 12:00:00 AM,30.17661638920422,-97.6784186039473,POINT (-97.6784186039473 30.17661638920422)
"""897,135""","""650,121""",W5-4,VALLEY RD,Street Name,,SIGN_GUIDE,DOWNTOWN,E,1.6,2.4,0.7,QC Complete,,,,2021 Sep 16 12:00:00 AM,2025 Apr 13 12:00:00 AM,2025 Nov 28 12:00:00 AM,30.489717972441095,-97.73399230996041,POINT (-97.73399230996041 30.489717972441095)
"""614,723""","""207,570""",R5-16,SUMMIT AVE,Street Name,,SIGN_GUIDE,STREET NAME,NE,2.9,2.0,1.7,,,,,2021 Apr 20 12:00:00 AM,2024 Dec 09 12:00:00 AM,2025 Jun 27 12:00:00 AM,30.296698624116427,-97.72689365305875,POINT (-97.72689365305875 30.296698624116427)
"""950,544""","""690,180""",D2-8,CREEK WAY,Street Name,,SIGN_GUIDE,PEDESTRIAN CROSSING,,1.8,2.8,0.9,,,,,2024 Jun 02 12:00:00 AM,2025 May 09 12:00:00 AM,2025 Jun 14 12:00:00 AM,30.222152097727744,-97.71369180367836,POINT (-97.71369180367836 30.222152097727744)
"""899,787""","""317,881""",W4-9,HILL BLVD,Street Name,,SIGN_GUIDE,EXIT 123,,1.2,1.0,1.2,,,,,2022 Aug 03 12:00:00 AM,2025 Apr 29 12:00:00 AM,2025 Sep 13 12:00:00 AM,30.21650371561241,-97.83055712963319,POINT (-97.83055712963319 30.21650371561241)
"""174,637""","""820,775""",R5-19,RIVER WAY,,,SIGN_POLE,,S,2.1,2.3,1.9,Installed,,,,2022 Sep 22 12:00:00 AM,2025 Apr 02 12:00:00 AM,2025 Nov 27 12:00:00 AM,30.128563934742328,-97.85022316323379,POINT (-97.85022316323379 30.128563934742328)
"""964,278""","""696,856""",D8-4,VALLEY RD,,,SIGN_POLE,,NE,2.0,2.0,0.6,QC Complete,,,,2024 May 21 12:00:00 AM,2025 Jan 04 12:00:00 AM,2025 May 26 12:00:00 AM,30.455769155716983,-97.67963982301431,POINT (-97.67963982301431 30.455769155716983)
"""195,763""","""340,044""",W1-9,HILL BLVD,,,SIGN_POLE,,,2.3,2.8,0.8,,,,,2021 Jul 06 12:00:00 AM,2025 Mar 01 12:00:00 AM,2025 Aug 17 12:00:00 AM,30.353913887781637,-97.7524822593427,POINT (-97.7524822593427 30.353913887781637)
"""528,184""","""449,499""",D2-6,MAPLE DR,DEER CROSSING,,SIGN_WARNING,DEER CROSSING,,1.1,1.2,0.9,QC Complete,,,,2023 Nov 20 12:00:00 AM,2024 Nov 01 12:00:00 AM,2025 Nov 04 12:00:00 AM,30.48807389072343,-97.77874748289977,POINT (-97.77874748289977 30.48807389072343)
"""668,950""","""584,417""",D1-7,WILLOW RD,,,SIGN_POLE,,SW,2.5,1.4,1.3,Pending,,,,2021 Sep 06 12:00:00 AM,2024 Nov 08 12:00:00 AM,2025 Oct 28 12:00:00 AM,30.27524643802895,-97.69052499126335,POINT (-97.69052499126335 30.27524643802895)
"""738,448""","""938,141""",R3-10,CEDAR LN,,,SIGN_POLE,,S,1.4,2.7,0.7,QC Complete,,,,2022 Aug 21 12:00:00 AM,2025 Mar 11 12:00:00 AM,2025 Nov 16 12:00:00 AM,30.359083875513505,-97.85380866267151,POINT (-97.85380866267151 30.359083875513505)
"""386,706""","""535,673""",D8-8,LAKE RD,,,SIGN_POLE,,W,2.8,2.0,1.8,QC Complete,,,,2023 Apr 30 12:00:00 AM,2025 Jan 27 12:00:00 AM,2025 Sep 26 12:00:00 AM,30.210498961128817,-97.66299814539906,POINT (-97.66299814539906 30.210498961128817)
"""380,150""","""960,408""",R5-10,BIRCH CT,,,SIGN_POLE,,E,1.9,2.0,1.0,,,,,2022 Jan 22 12:00:00 AM,2025 Apr 28 12:00:00 AM,2025 Jul 20 12:00:00 AM,30.2821378467466,-97.8034667949313,POINT (-97.8034667949313 30.2821378467466)
"""699,573""","""501,574""",R7-2,MAPLE DR,,,SIGN_POLE,,SE,3.0,2.6,1.5,Installed,,,,2023 Oct 26 12:00:00 AM,2025 Apr 01 12:00:00 AM,2025 Aug 12 12:00:00 AM,30.29813145984657,-97.88889411659633,POINT (-97.88889411659633 30.29813145984657)
"""205,239""","""986,088""",D2-17,MAIN ST,Street Name,,SIGN_GUIDE,AIRPORT,E,1.1,2.6,0.9,,,,,2024 Oct 13 12:00:00 AM,2025 Mar 17 12:00:00 AM,2025 Aug 25 12:00:00 AM,30.35993466103171,-97.6444704122948,POINT (-97.6444704122948 30.35993466103171)
"""432,043""","""757,246""",W8-18P,OAK AVE,Street Name,,SIGN_GUIDE,SCHOOL ZONE,NE,3.0,2.5,1.2,QC Complete,,,,2021 Jul 25 12:00:00 AM,2025 Feb 22 12:00:00 AM,2025 Jul 01 12:00:00 AM,30.40414787719771,-97.68883275120129,POINT (-97.68883275120129 30.40414787719771)
"""827,712""","""414,012""",R1-11,VALLEY RD,SLIPPERY WHEN WET,,SIGN_WARNING,SLIPPERY WHEN WET,SE,1.3,2.1,1.3,Installed,,,,2023 Feb 23 12:00:00 AM,2025 Apr 08 12:00:00 AM,2025 Nov 10 12:00:00 AM,30.16799345962724,-97.876309494802,POINT (-97.876309494802 30.16799345962724)
"""352,528""","""621,841""",W3-8,MEADOW CT,,,SIGN_POLE,,NE,2.3,2.8,1.2,Pending,,,,2023 Jun 24 12:00:00 AM,2025 Jan 28 12:00:00 AM,2025 Oct 17 12:00:00 AM,30.371044354279633,-97.85260731337847,POINT (-97.85260731337847 30.371044354279633)
"""413,685""","""769,975""",D5-15,RIVER WAY,,,SIGN_POLE,,SW,1.2,1.8,1.0,Pending,,,,2024 Sep 10 12:00:00 AM,2025 Feb 10 12:00:00 AM,2025 Jul 29 12:00:00 AM,30.497076817450758,-97.81143077383503,POINT (-97.81143077383503 30.497076817450758)
"""108,491""","""693,419""",W1-20,VALLEY RD,Street Name,,SIGN_GUIDE,HOSPITAL,NW,1.4,1.4,0.9,Installed,,,,2024 Aug 16 12:00:00 AM,2024 Nov 11 12:00:00 AM,2025 Aug 07 12:00:00 AM,30.35129924147476,-97.62897888877811,POINT (-97.62897888877811 30.35129924147476)
"""926,918""","""562,236""",R6-5P,VALLEY RD,DEER CROSSING,,SIGN_WARNING,DEER CROSSING,E,1.4,2.6,1.8,Pending,,,,2021 Dec 03 12:00:00 AM,2025 Jan 05 12:00:00 AM,2025 Sep 20 12:00:00 AM,30.312340949481115,-97.62595390765549,POINT (-97.62595390765549 30.312340949481115)
"""945,664""","""409,478""",W6-4,OAK AVE,Street Name,,SIGN_GUIDE,PEDESTRIAN CROSSING,W,2.7,2.4,2.0,Pending,,,,2022 Jun 26 12:00:00 AM,2025 Mar 18 12:00:00 AM,2025 Jun 20 12:00:00 AM,30.136121150227435,-97.78162763190139,POINT (-97.78162763190139 30.136121150227435)
"""576,877""","""486,490""",W5-19,RIDGE DR,NO STANDING,,SIGN_REGULATORY,NO STANDING,SW,1.1,2.8,1.3,Installed,,,,2023 Aug 09 12:00:00 AM,2025 Apr 29 12:00:00 AM,2025 Aug 05 12:00:00 AM,30.359060952255778,-97.70937882328661,POINT (-97.70937882328661 30.359060952255778)
"""780,776""","""528,129""",R3-2,VALLEY RD,,,SIGN_POLE,,S,1.2,2.8,0.7,,,,,2024 Jan 12 12:00:00 AM,2025 Feb 16 12:00:00 AM,2025 Oct 17 12:00:00 AM,30.248404606194754,-97.61518576947643,POINT (-97.61518576947643 30.248404606194754)
"""878,325""","""861,894""",R7-4,WILLOW RD,,,SIGN_POLE,,NE,1.1,1.7,1.2,Installed,,,,2023 Jan 23 12:00:00 AM,2025 Mar 20 12:00:00 AM,2025 Nov 01 12:00:00 AM,30.442180077322384,-97.87019361261817,POINT (-97.87019361261817 30.442180077322384)
"""476,096""","""163,491""",D5-7,BRIDGE ST,NO STOPPING,,SIGN_REGULATORY,NO STOPPING,N,1.1,1.7,2.0,Installed,,,,2022 Mar 01 12:00:00 AM,2025 Mar 31 12:00:00 AM,2025 Jul 14 12:00:00 AM,30.127444061129744,-97.67045278723342,POINT (-97.67045278723342 30.127444061129744)
"""952,547""","""344,316""",D3-20P,LAKE RD,Street Name,,SIGN_GUIDE,HOSPITAL,NE,2.6,1.2,1.8,Installed,,,,2022 May 03 12:00:00 AM,2025 Mar 31 12:00:00 AM,2025 Aug 10 12:00:00 AM,30.105944130892286,-97.66300460072956,POINT (-97.66300460072956 30.105944130892286)
"""116,547""","""282,710""",D1-5,PINE AVE,SPEED LIMIT 25,,SIGN_REGULATORY,SPEED LIMIT 25,SW,1.9,1.7,1.4,,,,,2021 Mar 30 12:00:00 AM,2025 May 06 12:00:00 AM,2025 Dec 06 12:00:00 AM,30.301535475914328,-97.61637530710897,POINT (-97.61637530710897 30.301535475914328)
"""790,909""","""646,781""",D8-1P,MAPLE DR,,,SIGN_POLE,,SE,2.4,2.0,1.9,QC Complete,,,,2021 Oct 31 12:00:00 AM,2024 Nov 17 12:00:00 AM,2025 Jun 21 12:00:00 AM,30.459706706049413,-97.8033664540761,POINT (-97.8033664540761 30.459706706049413)
"""388,375""","""754,644""",W9-11,WILLOW RD,SCHOOL CROSSING,,SIGN_WARNING,SCHOOL CROSSING,,2.2,1.2,1.6,Installed,,,,2023 Apr 28 12:00:00 AM,2025 Jan 26 12:00:00 AM,2025 Sep 13 12:00:00 AM,30.272027976666557,-97.63357269340345,POINT (-97.63357269340345 30.272027976666557)
"""518,098""","""536,196""",W2-11,MEADOW CT,HILL,,SIGN_WARNING,HILL,SW,1.1,2.7,0.6,QC Complete,,,,2021 Sep 24 12:00:00 AM,2025 Mar 23 12:00:00 AM,2025 Jun 04 12:00:00 AM,30.397835587676752,-97.78820594218723,POINT (-97.78820594218723 30.397835587676752)
"""714,953""","""688,866""",W6-4,CREEK WAY,DO NOT ENTER,,SIGN_REGULATORY,DO NOT ENTER,NE,1.7,2.2,0.8,,,,,2024 Feb 14 12:00:00 AM,2025 Feb 03 12:00:00 AM,2025 Jun 18 12:00:00 AM,30.189697947643026,-97.86753448542183,POINT (-97.86753448542183 30.189697947643026)
"""899,649""","""392,099""",W4-14,WILLOW RD,ONE WAY,,SIGN_REGULATORY,ONE WAY,N,1.4,2.4,1.0,Pending,,,,2021 Oct 21 12:00:00 AM,2025 Mar 25 12:00:00 AM,2025 Nov 04 12:00:00 AM,30.240409368294795,-97.84557833253623,POINT (-97.84557833253623 30.240409368294795)
"""520,252""","""172,965""",R1-3,RIVER WAY,,,SIGN_POLE,,SE,1.9,1.3,1.0,Pending,,,,2021 Jun 23 12:00:00 AM,2024 Nov 14 12:00:00 AM,2025 Jun 28 12:00:00 AM,30.410734247986696,-97.72972193301568,POINT (-97.72972193301568 30.410734247986696)
"""265,056""","""891,083""",W1-3,CREEK WAY,,,SIGN_POLE,,SW,1.8,1.4,1.3,Pending,,,,2024 Oct 21 12:00:00 AM,2025 Apr 01 12:00:00 AM,2025 Sep 21 12:00:00 AM,30.271965453359158,-97.81502605897587,POINT (-97.81502605897587 30.271965453359158)
"""652,530""","""799,539""",D1-8,WILLOW RD,STOP,,SIGN_REGULATORY,STOP,W,1.6,1.4,0.7,Pending,,,,2023 Oct 16 12:00:00 AM,2025 May 11 12:00:00 AM,2025 Sep 07 12:00:00 AM,30.215778852486977,-97.86400469688834,POINT (-97.86400469688834 30.215778852486977)
"""284,229""","""235,461""",D9-8,RIDGE DR,TURN RIGHT ONLY,,SIGN_REGULATORY,TURN RIGHT ONLY,N,1.9,1.9,0.6,Pending,,,,2024 Aug 04 12:00:00 AM,2025 Feb 15 12:00:00 AM,2025 Aug 02 12:00:00 AM,30.330303664294732,-97.72798009573425,POINT (-97.72798009573425 30.330303664294732)
"""220,768""","""524,707""",R6-6,WILLOW RD,,,SIGN_POLE,,NW,1.2,2.7,0.9,,,,,2022 Sep 28 12:00:00 AM,2025 May 10 12:00:00 AM,2025 Aug 14 12:00:00 AM,30.309585017200252,-97.7812699909422,POINT (-97.7812699909422 30.309585017200252)
"""332,335""","""449,247""",R2-17,PINE AVE,Street Name,,SIGN_GUIDE,PEDESTRIAN CROSSING,NW,1.7,2.9,1.5,Installed,,,,2022 Feb 09 12:00:00 AM,2024 Dec 15 12:00:00 AM,2025 Oct 21 12:00:00 AM,30.19450753957869,-97.8560667345167,POINT (-97.8560667345167 30.19450753957869)
"""260,295""","""897,143""",W2-6,MAPLE DR,,,SIGN_POLE,,SW,2.4,2.8,1.5,Pending,,,,2021 Nov 06 12:00:00 AM,2025 Feb 21 12:00:00 AM,2025 Jun 06 12:00:00 AM,30.445698749932568,-97.71183477793006,POINT (-97.71183477793006 30.445698749932568)
"""591,699""","""563,688""",W5-9,RIDGE DR,DO NOT ENTER,,SIGN_REGULATORY,DO NOT ENTER,SW,1.9,1.1,1.7,QC Complete,,,,2021 Jul 04 12:00:00 AM,2025 Apr 07 12:00:00 AM,2025 Oct 19 12:00:00 AM,30.357866587830337,-97.60678944024005,POINT (-97.60678944024005 30.357866587830337)
"""631,699""","""503,159""",D9-2,BIRCH CT,Street Name,,SIGN_GUIDE,DOWNTOWN,SW,2.0,2.9,1.2,Pending,,,,2024 Aug 16 12:00:00 AM,2024 Dec 15 12:00:00 AM,2025 May 30 12:00:00 AM,30.49295423243736,-97.87470126039264,POINT (-97.87470126039264 30.49295423243736)
"""359,778""","""841,995""",D8-17,HILL BLVD,SLIPPERY WHEN WET,,SIGN_WARNING,SLIPPERY WHEN WET,NE,1.8,2.5,1.5,QC Complete,,,,2021 May 15 12:00:00 AM,2025 Jan 24 12:00:00 AM,2025 Jun 13 12:00:00 AM,30.415690772625467,-97.7058083929092,POINT (-97.7058083929092 30.415690772625467)
"""685,066""","""811,332""",D5-9,WILLOW RD,Street Name,,SIGN_GUIDE,DOWNTOWN,S,2.2,1.3,1.0,,,,,2021 Jun 23 12:00:00 AM,2025 Jan 19 12:00:00 AM,2025 Oct 10 12:00:00 AM,30.151580663308625,-97.68734979568868,POINT (-97.68734979568868 30.151580663308625)
"""494,976""","""774,751""",D3-17P,CREEK WAY,CURVE AHEAD,,SIGN_WARNING,CURVE AHEAD,NW,1.6,2.9,1.0,,,,,2021 Nov 14 12:00:00 AM,2024 Nov 20 12:00:00 AM,2025 Aug 03 12:00:00 AM,30.176802093465756,-97.60000701366909,POINT (-97.60000701366909 30.176802093465756)
"""985,447""","""926,403""",R9-18,PINE AVE,WRONG WAY,,SIGN_REGULATORY,WRONG WAY,E,2.2,1.3,0.8,Installed,,,,2023 Jan 17 12:00:00 AM,2025 Apr 23 12:00:00 AM,2025 Nov 20 12:00:00 AM,30.38847319912217,-97.88689227161365,POINT (-97.88689227161365 30.38847319912217)
"""349,068""","""565,776""",W5-15,FOREST LN,SCHOOL CROSSING,,SIGN_WARNING,SCHOOL CROSSING,W,1.7,2.9,2.0,,,,,2023 Oct 27 12:00:00 AM,2025 Mar 16 12:00:00 AM,2025 Sep 04 12:00:00 AM,30.40777542079023,-97.66656278882502,POINT (-97.66656278882502 30.40777542079023)
